id,task,truth
690,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI",0
691,"Does the following tweet have positive sentiment to the Google company ? 
Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact...",1
692,"Does the following tweet have positive sentiment to the Apple company ? 
Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s",1
693,"Does the following tweet have positive sentiment to the Apple company ? 
I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone",1
694,"Does the following tweet have positive sentiment to the Google company ? 
RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please.",0
695,"Does the following tweet have positive sentiment to the Google company ? 
Seriously!? Why do I still find the yellow pages ph book at my doorstep? These days I just #google it on my iphone.",1
696,"Does the following tweet have positive sentiment to the Google company ? 
Data Usage feature looks amazing and useful! #Google #GalaxyNexus",1
697,"Does the following tweet have positive sentiment to the Apple company ? 
RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...",0
698,"Does the following tweet have positive sentiment to the Apple company ? 
Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?",0
699,"Does the following tweet have positive sentiment to the Apple company ? 
Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.",0
700,"Does the following tweet have positive sentiment to the Apple company ? 
@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??",0
701,"Does the following tweet have positive sentiment to the Google company ? 
goodbye Bump ... #Google #ICS",1
702,"Does the following tweet have positive sentiment to the Apple company ? 
RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",0
703,"Does the following tweet have positive sentiment to the Google company ? 
New Galaxy Nexus: OS /Hardware Improvements -  Camera Zero Shutter Lag #nexus #samsung #google #android bit.ly/nEJbyE",1
704,"Does the following tweet have positive sentiment to the Twitter company ? 
@KushKitty420 you, #Facebook #twitter and the #tv are all #distractions whenever I wanna study ;(",0
705,"Does the following tweet have positive sentiment to the Google company ? 
Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/qaMj3MeR #android #ICS #google #samsung",1
706,"Does the following tweet have positive sentiment to the Microsoft company ? 
Lunch today: 19.00  Eating it at #Microsoft while attending #VSLive?  Priceless.",1
707,"Does the following tweet have positive sentiment to the Google company ? 
#Android 4.0 Ice Cream: Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/vUWgyx3N #Google",1
708,"Does the following tweet have positive sentiment to the Apple company ? 
RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple",1
709,"Does the following tweet have positive sentiment to the Apple company ? 
So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!",1
710,"Does the following tweet have positive sentiment to the Apple company ? 
Loving the new iPod update @apple",1
711,"Does the following tweet have positive sentiment to the Google company ? 
#Google's #Nexus really i wanna it now #Awesome",1
712,"Does the following tweet have positive sentiment to the Microsoft company ? 
That was a good one(commercial). #microsoft",1
713,"Does the following tweet have positive sentiment to the Apple company ? 
Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple",1
714,"Does the following tweet have positive sentiment to the Apple company ? 
I wish Siri could tweet for me . @apple fix that .",0
715,"Does the following tweet have positive sentiment to the Google company ? 
New Galaxy Nexus: OS Improvements -  Data Usage tools inbuilt #nexus #samsung #google #android bit.ly/nEJbyE",1
716,"Does the following tweet have positive sentiment to the Apple company ? 
#sweet... #apple replaced my glass #probono. thank you @apple",1
717,"Does the following tweet have positive sentiment to the Twitter company ? 
for some reason #twitter isnt allowing me to see my tweets that got retweeted.",0
718,"Does the following tweet have positive sentiment to the Twitter company ? 
Wtf is a tweet , sounds like tha dam cartoon network #tweeted #tweeter #twitter #twitterer",0
719,"Does the following tweet have positive sentiment to the Apple company ? 
Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk",0
720,"Does the following tweet have positive sentiment to the Apple company ? 
One would think the voice recognition on the @apple tech support line would work a little better.",0
721,"Does the following tweet have positive sentiment to the Google company ? 
iphone users i reaaly feel sorry for you after i saw ice-cream sandwich #Android today, #Google #apple #Android #iPhone",1
722,"Does the following tweet have positive sentiment to the Google company ? 
What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !",1
723,"Does the following tweet have positive sentiment to the Apple company ? 
@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..",0
724,"Does the following tweet have positive sentiment to the Twitter company ? 
The first thing I do when I get home is either get on #facebook or #twitter. What is wrong with me?",0
725,"Does the following tweet have positive sentiment to the Twitter company ? 
Man #Twitter Is Gettin #BORING",0
726,"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter still not showin my mothafuckin #retweets . .",0
727,"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter is the last time I do this social networking thing",0
728,"Does the following tweet have positive sentiment to the Apple company ? 
@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!",0
729,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...",0
730,"Does the following tweet have positive sentiment to the Google company ? 
Exciting day, It's Ice cream Sandwich day ;) #Google #Android",1
731,"Does the following tweet have positive sentiment to the Apple company ? 
@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it",0
732,"Does the following tweet have positive sentiment to the Apple company ? 
@apple the iPhone 4s is great #genius",1
733,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em",0
734,"Does the following tweet have positive sentiment to the Google company ? 
Android 4.0 FINALLY includes photo editing tools. #Google #Android #ICS",1
735,"Does the following tweet have positive sentiment to the Twitter company ? 
@8Sunni Yeah shit happens, #Twitter is a real whore sometimes!",0
736,"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter keeps me company when i can't sleep! (:",1
737,"Does the following tweet have positive sentiment to the Google company ? 
yumyumyum...I want Ice Cream Sandwich... #google #android",1
738,"Does the following tweet have positive sentiment to the Google company ? 
Infinite Spiral Bookcase for #Google Books looks amazing, interested to see where it is headed: http://t.co/RXWD6sN8",1
739,"Does the following tweet have positive sentiment to the Microsoft company ? 
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/BpFKyd1O",1
740,"Does the following tweet have positive sentiment to the Apple company ? 
Installed io5 - fine on ipad but wiped wife's iPhone and restore from backup failed! #Bigtrouble #help @apple",0
741,"Does the following tweet have positive sentiment to the Apple company ? 
@apple by far the best iPod and first time iPhone ever.... Good job guys",1
742,"Does the following tweet have positive sentiment to the Google company ? 
#ThingsWeAllHate that person that acts like they know every fucking thing bitch you not #Google",1
743,"Does the following tweet have positive sentiment to the Apple company ? 
@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",0
744,"Does the following tweet have positive sentiment to the Apple company ? 
@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!",0
745,"Does the following tweet have positive sentiment to the Apple company ? 
Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!",0
